"Date","Price","Open","High","Low","Change %"
"Apr 18, 2019","1,136.61","1,132.28","1,138.81","1,131.68","0.47%"
"Apr 19, 2019","1,135.58","1,137.11","1,138.09","1,135.44","-0.09%"
"Apr 22, 2019","1,139.99","1,135.79","1,143.16","1,135.43","0.39%"
"Apr 23, 2019","1,142.11","1,140.99","1,145.53","1,138.84","0.19%"
"Apr 24, 2019","1,155.05","1,143.06","1,158.35","1,142.34","1.13%"
"Apr 25, 2019","1,159.01","1,156.05","1,166.09","1,155.78","0.34%"
"Apr 26, 2019","1,157.90","1,160.01","1,162.75","1,156.25","-0.10%"
"Apr 29, 2019","1,158.88","1,158.73","1,161.69","1,156.59","0.08%"
"Apr 30, 2019","1,163.25","1,159.89","1,169.69","1,158.64","0.38%"
"May 01, 2019","1,164.73","1,164.25","1,166.31","1,160.25","0.13%"
"May 02, 2019","1,166.16","1,165.73","1,168.52","1,160.58","0.12%"
"May 03, 2019","1,163.68","1,167.06","1,172.10","1,163.90","-0.21%"
"May 06, 2019","1,168.15","1,164.34","1,174.32","1,164.33","0.38%"
"May 07, 2019","1,172.22","1,169.15","1,174.40","1,165.95","0.35%"
"May 08, 2019","1,172.10","1,172.34","1,173.81","1,167.55","-0.01%"
"May 09, 2019","1,179.09","1,173.11","1,186.28","1,170.85","0.60%"
"May 10, 2019","1,174.20","1,180.09","1,183.47","1,173.38","-0.41%"
"May 13, 2019","1,187.78","1,175.20","1,190.75","1,175.20","1.16%"
"May 14, 2019","1,186.82","1,188.78","1,190.21","1,184.43","-0.08%"
"May 15, 2019","1,185.79","1,187.82","1,192.28","1,185.73","-0.09%"
"May 16, 2019","1,191.33","1,186.79","1,193.69","1,186.22","0.47%"
"May 17, 2019","1,193.73","1,192.33","1,196.46","1,189.01","0.20%"
"May 20, 2019","1,194.23","1,194.83","1,195.46","1,190.94","0.04%"
"May 21, 2019","1,191.78","1,194.74","1,196.81","1,191.24","-0.21%"
"May 22, 2019","1,190.37","1,192.78","1,197.09","1,187.85","-0.12%"
"May 23, 2019","1,188.80","1,190.76","1,194.68","1,188.00","-0.13%"
"May 24, 2019","1,184.77","1,189.80","1,191.72","1,185.07","-0.34%"
"May 27, 2019","1,183.55","1,185.65","1,187.38","1,182.10","-0.10%"
"May 28, 2019","1,187.94","1,184.54","1,190.36","1,182.84","0.37%"
"May 29, 2019","1,193.03","1,188.94","1,196.75","1,187.22","0.43%"
"May 30, 2019","1,188.73","1,194.03","1,194.82","1,187.33","-0.36%"
"May 31, 2019","1,187.80","1,189.73","1,193.79","1,188.03","-0.08%"
"Jun 03, 2019","1,178.92","1,188.80","1,191.20","1,178.28","-0.75%"
"Jun 04, 2019","1,177.56","1,179.72","1,184.88","1,177.16","-0.12%"
"Jun 05, 2019","1,179.84","1,178.11","1,182.98","1,173.89","0.19%"
"Jun 06, 2019","1,177.67","1,180.84","1,182.55","1,177.91","-0.18%"
"Jun 07, 2019","1,181.07","1,178.67","1,186.88","1,177.23","0.29%"
"Jun 10, 2019","1,183.02","1,181.76","1,188.04","1,180.05","0.17%"
"Jun 11, 2019","1,178.21","1,184.02","1,186.06","1,178.23","-0.41%"
"Jun 12, 2019","1,183.35","1,179.21","1,185.28","1,177.99","0.44%"
"Jun 13, 2019","1,182.32","1,183.53","1,187.56","1,181.35","-0.09%"
"Jun 14, 2019","1,186.78","1,183.32","1,188.40","1,181.63","0.38%"
"Jun 17, 2019","1,185.55","1,186.89","1,188.33","1,184.63","-0.10%"
"Jun 18, 2019","1,173.87","1,185.45","1,188.01","1,173.44","-0.99%"
"Jun 19, 2019","1,171.48","1,174.87","1,178.96","1,171.35","-0.20%"
"Jun 20, 2019","1,158.52","1,172.48","1,173.94","1,156.15","-1.11%"
"Jun 21, 2019","1,158.20","1,159.42","1,164.80","1,156.68","-0.03%"
"Jun 24, 2019","1,153.67","1,159.31","1,161.36","1,154.05","-0.39%"
"Jun 25, 2019","1,155.17","1,154.67","1,157.27","1,152.68","0.13%"
"Jun 26, 2019","1,153.67","1,156.17","1,160.72","1,151.89","-0.13%"
"Jun 27, 2019","1,157.00","1,154.53","1,159.03","1,153.05","0.29%"
"Jun 28, 2019","1,155.38","1,157.15","1,159.06","1,153.84","-0.14%"
"Jul 01, 2019","1,160.77","1,156.43","1,165.06","1,148.70","0.47%"
"Jul 02, 2019","1,166.47","1,161.77","1,168.61","1,160.32","0.49%"
"Jul 03, 2019","1,169.72","1,167.47","1,172.92","1,165.60","0.28%"
"Jul 04, 2019","1,167.34","1,170.72","1,171.74","1,166.90","-0.20%"
"Jul 05, 2019","1,174.59","1,168.34","1,176.13","1,167.52","0.62%"
"Jul 08, 2019","1,179.94","1,175.02","1,182.58","1,174.63","0.46%"
"Jul 09, 2019","1,182.22","1,180.92","1,184.45","1,178.07","0.19%"
"Jul 10, 2019","1,175.57","1,183.22","1,183.48","1,175.18","-0.56%"
"Jul 11, 2019","1,174.16","1,176.57","1,178.24","1,169.94","-0.12%"
"Jul 12, 2019","1,176.32","1,175.16","1,180.27","1,173.77","0.18%"
"Jul 15, 2019","1,179.41","1,177.41","1,182.25","1,176.81","0.26%"
"Jul 16, 2019","1,179.21","1,180.41","1,182.52","1,176.22","-0.02%"
"Jul 17, 2019","1,179.62","1,179.70","1,182.72","1,177.60","0.03%"
"Jul 18, 2019","1,171.78","1,180.62","1,184.07","1,172.29","-0.66%"
"Jul 19, 2019","1,175.11","1,172.78","1,176.83","1,169.85","0.28%"
"Jul 22, 2019","1,175.87","1,176.11","1,179.45","1,175.07","0.06%"
"Jul 23, 2019","1,178.89","1,176.87","1,180.80","1,175.31","0.26%"
"Jul 24, 2019","1,177.41","1,179.90","1,181.03","1,176.30","-0.13%"
"Jul 25, 2019","1,183.16","1,178.41","1,185.35","1,177.09","0.49%"
"Jul 26, 2019","1,183.24","1,184.16","1,186.65","1,181.75","0.01%"
"Jul 29, 2019","1,182.71","1,184.21","1,185.95","1,180.38","-0.04%"
"Jul 30, 2019","1,181.14","1,183.71","1,184.71","1,179.38","-0.13%"
"Jul 31, 2019","1,187.32","1,181.14","1,189.35","1,179.88","0.52%"
"Aug 01, 2019","1,195.38","1,188.32","1,198.32","1,185.88","0.68%"
"Aug 02, 2019","1,204.51","1,196.38","1,208.03","1,191.35","0.76%"
"Aug 05, 2019","1,217.33","1,204.94","1,221.29","1,202.40","1.06%"
"Aug 06, 2019","1,212.43","1,218.33","1,220.74","1,208.90","-0.40%"
"Aug 07, 2019","1,212.87","1,213.43","1,220.22","1,211.45","0.04%"
"Aug 08, 2019","1,207.08","1,213.02","1,216.46","1,206.16","-0.48%"
"Aug 09, 2019","1,213.45","1,208.08","1,217.28","1,207.15","0.53%"
"Aug 12, 2019","1,218.14","1,214.44","1,220.70","1,213.57","0.39%"
"Aug 13, 2019","1,205.64","1,219.14","1,224.55","1,205.64","-1.03%"
"Aug 14, 2019","1,215.86","1,206.64","1,218.95","1,206.05","0.85%"
"Aug 15, 2019","1,212.33","1,216.86","1,219.48","1,212.45","-0.29%"
"Aug 16, 2019","1,207.47","1,213.33","1,215.95","1,205.06","-0.40%"
"Aug 19, 2019","1,211.62","1,208.49","1,213.98","1,208.19","0.34%"
"Aug 20, 2019","1,205.40","1,212.62","1,214.20","1,205.40","-0.51%"
"Aug 21, 2019","1,201.44","1,206.40","1,210.03","1,198.69","-0.33%"
"Aug 22, 2019","1,209.42","1,202.49","1,212.36","1,201.98","0.66%"
"Aug 23, 2019","1,212.66","1,210.43","1,217.89","1,206.81","0.27%"
"Aug 26, 2019","1,211.74","1,213.65","1,220.70","1,212.10","-0.08%"
"Aug 27, 2019","1,211.74","1,212.74","1,215.85","1,210.25","0.00%"
"Aug 28, 2019","1,212.29","1,212.74","1,215.94","1,211.52","0.05%"
"Aug 29, 2019","1,208.12","1,213.29","1,217.39","1,207.76","-0.34%"
"Aug 30, 2019","1,209.50","1,209.12","1,212.05","1,206.24","0.11%"
"Sep 02, 2019","1,213.61","1,209.77","1,215.14","1,209.36","0.34%"
"Sep 03, 2019","1,210.54","1,214.67","1,217.50","1,210.78","-0.25%"
"Sep 04, 2019","1,203.63","1,211.54","1,212.27","1,203.21","-0.57%"
"Sep 05, 2019","1,197.52","1,204.64","1,205.54","1,195.86","-0.51%"
"Sep 06, 2019","1,191.77","1,198.03","1,199.30","1,189.46","-0.48%"
"Sep 09, 2019","1,191.93","1,192.62","1,195.36","1,188.77","0.01%"
"Sep 10, 2019","1,191.35","1,192.93","1,194.20","1,189.04","-0.05%"
"Sep 11, 2019","1,189.68","1,191.51","1,195.16","1,188.67","-0.14%"
"Sep 12, 2019","1,181.44","1,190.68","1,191.41","1,177.55","-0.69%"
"Sep 13, 2019","1,178.72","1,182.44","1,184.46","1,175.31","-0.23%"
"Sep 16, 2019","1,184.02","1,181.65","1,186.20","1,181.56","0.45%"
"Sep 17, 2019","1,186.62","1,185.02","1,191.65","1,183.59","0.22%"
"Sep 18, 2019","1,190.73","1,187.62","1,194.74","1,186.52","0.35%"
"Sep 19, 2019","1,194.35","1,191.78","1,197.33","1,190.12","0.30%"
"Sep 20, 2019","1,193.13","1,195.35","1,195.86","1,186.85","-0.10%"
"Sep 23, 2019","1,194.04","1,194.14","1,199.40","1,190.49","0.08%"
"Sep 24, 2019","1,194.53","1,195.04","1,198.54","1,191.99","0.04%"
